,Vehicle_ID,Frame_ID,Global_Time,Local_X,Local_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceding,Following,Space_Headway,isChangingLane,NE,N,NW,W,SW,S,SE,E,isApproacingOnramp
6078,6078,36,358,1113433170700,26.833000000000002,400.80300000000005,24.8,8.5,3,7.92,-0.28,3,0,50,0.0,0,84,-1,100,77,72,-1,68,61,0
6119,6119,36,359,1113433170800,26.83,401.59,24.8,8.5,3,7.9,0.12,3,0,50,0.0,0,24,55,59,54,74,66,13,50,0
6150,6150,36,360,1113433170900,26.826999999999998,402.381,24.8,8.5,3,7.91,0.06,3,0,50,0.0,0,-1,21,4,41,-1,-1,-1,5,1
6203,6203,36,361,1113433171000,26.823,403.173,24.8,8.5,3,7.92,0.0,3,0,50,0.0,0,100,-1,107,-1,81,-1,72,67,0
6268,6268,36,362,1113433171100,26.82,403.967,24.8,8.5,3,7.9,-0.25,3,0,50,0.0,0,74,-1,60,61,68,53,45,27,0
6299,6299,36,363,1113433171200,26.816999999999997,404.756,24.8,8.5,3,7.87,-0.32,3,0,50,0.0,0,74,-1,60,61,68,53,45,27,0
6335,6335,36,364,1113433171300,26.813000000000002,405.528,24.8,8.5,3,7.98,1.79,3,0,50,0.0,0,84,-1,100,77,81,72,68,61,0
6374,6374,36,365,1113433171400,26.804000000000002,406.306,24.8,8.5,3,8.41,6.3,3,0,50,0.0,0,-1,-1,2,-1,87,-1,79,3355,0
6419,6419,36,366,1113433171500,26.804000000000002,407.145,24.8,8.5,3,9.26,11.18,3,0,50,0.0,0,51,-1,54,74,43,31,27,13,0
6476,6476,36,367,1113433171600,26.836,408.13599999999997,24.8,8.5,3,10.46,11.2,3,0,50,0.0,0,90,-1,-1,107,-1,77,67,84,0
6522,6522,36,368,1113433171700,26.895,409.23699999999997,24.8,8.5,3,11.66,11.19,3,0,50,0.0,0,84,-1,100,77,81,72,68,61,0
6554,6554,36,369,1113433171800,26.987,410.491,24.8,8.5,3,12.51,6.29,3,0,50,0.0,0,86,-1,90,100,77,67,61,60,0
6596,6596,36,370,1113433171900,27.087,411.80400000000003,24.8,8.5,3,12.94,1.79,3,0,50,0.0,0,-1,-1,2,-1,87,-1,79,3355,0
6610,6610,36,371,1113433172000,27.180999999999997,413.124,24.8,8.5,3,13.05,-0.32,3,0,50,0.0,0,55,-1,59,-1,60,-1,74,51,0
6659,6659,36,372,1113433172100,27.276,414.423,24.8,8.5,3,13.06,0.37,3,0,50,0.0,0,-1,-1,-1,44,59,55,24,-1,0
6710,6710,36,373,1113433172200,27.371,415.73800000000006,24.8,8.5,3,13.02,-0.63,3,0,50,0.0,0,-1,-1,2,17,87,-1,79,3355,0
6782,6782,36,374,1113433172300,27.465999999999998,417.1,24.8,8.5,3,12.35,-10.44,3,0,50,0.0,0,24,55,59,54,74,66,13,50,0
6810,6810,36,375,1113433172400,27.579,418.227,24.8,8.5,3,10.7,-11.2,3,0,50,0.0,0,59,79,93,-1,100,84,60,54,0
6860,6860,36,376,1113433172500,27.639,419.18,24.8,8.5,3,8.53,-11.2,3,0,50,0.0,0,50,-1,51,66,27,-1,4,15,0
6894,6894,36,377,1113433172600,27.636999999999997,419.959,24.8,8.5,3,6.51,-11.2,3,0,50,0.0,0,90,-1,-1,107,-1,77,67,84,0
6923,6923,36,378,1113433172700,27.616,420.48800000000006,24.8,8.5,3,5.5,-2.36,3,0,50,0.0,0,24,55,59,54,74,66,13,50,0
6966,6966,36,379,1113433172800,27.555,420.963,24.8,8.5,3,5.69,6.54,3,0,50,0.0,0,50,-1,51,66,27,-1,4,15,0
7006,7006,36,380,1113433172900,27.548000000000002,421.55300000000005,24.8,8.5,3,6.35,8.2,3,0,50,0.0,0,50,-1,51,66,27,4,21,15,0
7062,7062,36,381,1113433173000,27.574,422.24800000000016,24.8,8.5,3,6.91,4.37,3,0,50,0.0,0,90,-1,-1,-1,-1,-1,77,100,0
7103,7103,36,382,1113433173100,27.589000000000002,422.98800000000006,24.8,8.5,3,7.23,0.52,3,0,50,0.0,0,-1,-1,3355,24,51,-1,50,1,0
7171,7171,36,383,1113433173200,27.601,423.7,24.8,8.5,3,7.52,3.51,3,0,50,0.0,0,44,-1,2,93,-1,90,86,79,0
7210,7210,36,384,1113433173300,27.615,424.421,24.8,8.5,3,8.21,10.69,3,0,50,0.0,0,44,2,17,97,-1,-1,90,87,0
7261,7261,36,385,1113433173400,27.642,425.30400000000003,24.8,8.5,3,9.39,11.2,3,0,50,0.0,0,59,79,93,-1,107,84,60,54,0
7269,7269,36,386,1113433173500,27.649,426.30800000000005,24.8,8.5,3,10.51,9.44,3,0,50,0.0,0,13,-1,66,31,45,32,41,4,0
7314,7314,36,387,1113433173600,27.67,427.464,24.8,8.5,3,10.98,0.48,3,0,50,0.0,0,67,-1,77,81,-1,-1,5,68,0
7384,7384,36,388,1113433173700,27.691999999999997,428.605,24.8,8.5,3,10.83,-5.2,3,0,50,0.0,0,4,-1,27,32,-1,-1,5,7,0
7422,7422,36,389,1113433173800,27.71,429.659,24.8,8.5,3,10.46,-3.77,3,0,50,0.0,0,27,31,43,45,-1,-1,-1,41,0
7471,7471,36,390,1113433173900,27.726999999999997,430.652,24.8,8.5,3,10.31,1.33,3,0,50,0.0,0,-1,-1,21,7,-1,-1,-1,-1,1
7493,7493,36,391,1113433174000,27.747,431.63300000000004,24.8,8.5,3,10.87,9.29,3,0,50,0.0,0,77,-1,-1,-1,-1,-1,5,81,0
7537,7537,36,392,1113433174100,27.766,432.769,24.8,8.5,3,12.0,11.2,3,0,50,0.0,0,74,60,84,61,53,-1,45,27,0
7625,7625,36,393,1113433174200,27.787,434.034,24.8,8.5,3,12.95,8.88,3,0,50,0.0,0,61,-1,67,72,-1,-1,5,53,0
7656,7656,36,394,1113433174300,27.79,435.416,24.8,8.5,3,13.49,1.49,3,0,50,0.0,0,66,74,60,43,53,45,32,27,0
7721,7721,36,395,1113433174400,27.788,436.81699999999995,24.8,8.5,3,13.55,-3.41,3,0,50,0.0,0,50,-1,51,66,4,-1,21,15,0
7756,7756,36,396,1113433174500,27.772,438.149,24.8,8.5,3,13.21,-2.24,3,0,50,0.0,0,43,-1,61,68,-1,-1,5,45,0
7782,7782,36,397,1113433174600,27.788,439.454,24.8,8.5,3,12.93,-2.47,3,0,50,0.0,0,4,27,31,32,-1,-1,5,7,0
7823,7823,36,398,1113433174700,27.851999999999997,440.754,24.8,8.5,3,12.6,-5.02,3,0,50,0.0,0,21,-1,4,41,-1,-1,-1,5,1
7867,7867,36,399,1113433174800,27.901,441.975,24.8,8.5,3,12.25,-2.7,3,0,50,0.0,0,59,79,93,-1,107,84,60,54,0
7946,7946,36,400,1113433174900,27.874000000000002,443.165,24.8,8.5,3,12.15,0.81,3,0,50,0.0,0,107,-1,-1,-1,-1,-1,89,94,0
7999,7999,36,401,1113433175000,27.811,444.37199999999996,24.8,8.5,3,12.26,2.26,3,0,50,0.0,0,59,79,93,108,107,84,60,54,0
8008,8008,36,402,1113433175100,27.689,445.61400000000003,24.8,8.5,3,12.43,1.3,3,0,50,0.0,0,1,11,24,51,13,-1,15,36,0
8092,8092,36,403,1113433175200,27.586,446.874,24.8,8.5,3,12.51,0.0,3,0,50,0.0,0,60,84,100,67,72,68,53,43,0
8114,8114,36,404,1113433175300,27.483,448.126,24.8,8.5,3,12.51,-0.16,3,0,50,0.0,0,59,79,93,108,90,84,60,54,0
8194,8194,36,405,1113433175400,27.38,449.375,24.8,8.5,3,12.5,0.0,3,0,50,0.0,0,51,-1,54,74,31,-1,27,13,0
8199,8199,36,406,1113433175500,27.278000000000002,450.626,24.8,8.5,3,12.5,-0.04,3,0,50,0.0,0,43,-1,61,68,-1,-1,5,45,0
8246,8246,36,407,1113433175600,27.169,451.87699999999995,24.8,8.5,3,12.48,-0.24,3,0,50,0.0,0,24,-1,55,54,74,66,13,50,0
8316,8316,36,408,1113433175700,27.066999999999997,453.126,24.8,8.5,3,12.44,-0.52,3,0,50,0.0,0,15,-1,13,4,7,-1,5,-1,0
8350,8350,36,409,1113433175800,26.993000000000002,454.369,24.8,8.5,3,12.39,-0.68,3,0,50,0.0,0,90,-1,108,-1,94,-1,77,100,0
8416,8416,36,410,1113433175900,26.961,455.603,24.8,8.5,3,12.33,-0.55,3,0,50,0.0,0,100,-1,107,94,89,-1,81,67,0
8450,8450,36,411,1113433176000,26.958000000000002,456.83099999999996,24.8,8.5,3,12.29,-0.26,3,0,50,0.0,0,44,-1,2,87,90,-1,86,59,0
8514,8514,36,412,1113433176100,26.962,458.05699999999996,24.8,8.5,3,12.27,-0.04,3,0,50,0.0,0,108,-1,-1,-1,-1,-1,102,107,0
8546,8546,36,413,1113433176200,26.959,459.284,24.8,8.5,3,12.27,0.03,3,0,50,0.0,0,36,-1,50,13,4,21,-1,-1,0
8614,8614,36,414,1113433176300,26.956,460.51099999999997,24.8,8.5,3,12.27,0.0,3,0,50,0.0,0,66,-1,74,31,32,-1,41,4,0
8640,8640,36,415,1113433176400,26.95300000000001,461.73900000000003,24.8,8.5,3,12.27,-0.06,3,0,50,0.0,0,3355,-1,44,59,55,51,50,11,0
8703,8703,36,416,1113433176500,26.95,462.966,24.8,8.5,3,12.26,-0.12,3,0,50,0.0,0,61,-1,67,72,-1,-1,5,53,0
8771,8771,36,417,1113433176600,26.947,464.189,24.8,8.5,3,12.27,0.25,3,0,50,0.0,0,44,-1,2,97,108,-1,90,87,0
8821,8821,36,418,1113433176700,26.936,465.41,24.8,8.5,3,12.36,1.39,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
8861,8861,36,419,1113433176800,26.933000000000003,466.644,24.8,8.5,3,12.58,2.88,3,0,50,0.0,0,54,-1,86,84,61,43,31,74,0
8893,8893,36,420,1113433176900,26.98,467.91,24.8,8.5,3,12.89,3.59,3,0,50,0.0,0,84,-1,100,67,72,68,53,43,0
8939,8939,36,421,1113433177000,27.076999999999998,469.221,24.8,8.5,3,13.2,2.88,3,0,50,0.0,0,90,-1,108,122,94,-1,77,100,0
9000,9000,36,422,1113433177100,27.225,470.565,24.8,8.5,3,13.41,1.4,3,0,50,0.0,0,4,27,31,32,-1,-1,5,7,0
9070,9070,36,423,1113433177200,27.381,471.921,24.8,8.5,3,13.5,0.28,3,0,50,0.0,0,107,-1,122,102,-1,-1,89,77,0
9129,9129,36,424,1113433177300,27.528000000000002,473.278,24.8,8.5,3,13.49,-0.52,3,0,50,0.0,0,54,-1,86,84,61,43,31,74,0
9182,9182,36,425,1113433177400,27.675,474.626,24.8,8.5,3,13.43,-0.76,3,0,50,0.0,0,51,54,86,60,43,31,27,66,0
9211,9211,36,426,1113433177500,27.822,475.962,24.8,8.5,3,13.39,-0.24,3,0,50,0.0,0,54,-1,86,84,61,43,31,74,0
9275,9275,36,427,1113433177600,27.969,477.29900000000004,24.8,8.5,3,13.38,0.04,3,0,50,0.0,0,-1,-1,-1,44,24,-1,11,-1,0
9293,9293,36,428,1113433177700,28.127,478.642,24.8,8.5,3,13.3,-0.94,3,0,50,0.0,0,86,90,108,107,77,-1,67,84,0
9350,9350,36,429,1113433177800,28.276999999999997,479.981,24.8,8.5,3,13.1,-3.1,3,0,50,0.0,0,90,-1,108,122,94,-1,77,100,0
9410,9410,36,430,1113433177900,28.377,481.286,24.8,8.5,3,12.75,-4.38,3,0,50,0.0,0,108,-1,-1,-1,-1,-1,102,107,0
9448,9448,36,431,1113433178000,28.425,482.534,24.8,8.5,3,12.37,-3.52,3,0,50,0.0,0,43,-1,61,68,-1,-1,5,45,0
9504,9504,36,432,1113433178100,28.424,483.74199999999996,24.8,8.5,3,12.11,-1.71,3,0,50,0.0,0,59,79,93,108,100,84,60,54,0
9549,9549,36,433,1113433178200,28.414,484.934,24.8,8.5,3,12.0,-0.31,3,0,50,0.0,0,44,2,17,97,108,-1,90,87,0
9632,9632,36,434,1113433178300,28.414,486.129,24.8,8.5,3,11.98,0.16,3,0,50,0.0,0,3355,-1,44,79,86,-1,54,55,0
9668,9668,36,435,1113433178400,28.413,487.33,24.8,8.5,3,11.99,-0.06,3,0,50,0.0,0,3355,-1,-1,2,79,-1,59,-1,0
9703,9703,36,436,1113433178500,28.413,488.529,24.8,8.5,3,11.97,-0.28,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
9781,9781,36,437,1113433178600,28.412,489.719,24.8,8.5,3,12.0,0.62,3,0,50,0.0,0,86,-1,90,100,67,61,43,60,0
9813,9813,36,438,1113433178700,28.410999999999998,490.905,24.8,8.5,3,12.23,3.39,3,0,50,0.0,0,43,-1,61,68,-1,-1,5,45,0
9882,9882,36,439,1113433178800,28.410999999999998,492.121,24.8,8.5,3,12.74,7.0,3,0,50,0.0,0,84,100,107,77,81,72,68,61,0
9941,9941,36,440,1113433178900,28.41,493.417,24.8,8.5,3,13.5,8.74,3,0,50,0.0,0,60,-1,84,61,53,-1,45,31,0
9979,9979,36,441,1113433179000,28.409000000000002,494.82,24.8,8.5,3,14.25,7.03,3,0,50,0.0,0,44,-1,2,87,90,-1,86,59,0
10010,10010,36,442,1113433179100,28.409000000000002,496.30400000000003,24.8,8.5,3,14.77,3.44,3,0,50,0.0,0,66,-1,74,31,32,-1,41,4,0
10069,10069,36,443,1113433179200,28.408,497.81800000000004,24.8,8.5,3,15.0,0.65,3,0,50,0.0,0,24,-1,55,54,74,66,13,50,0
10137,10137,36,444,1113433179300,28.406999999999996,499.329,24.8,8.5,3,15.03,-0.3,3,0,50,0.0,0,51,54,86,60,43,31,27,66,0
10199,10199,36,445,1113433179400,28.406,500.829,24.8,8.5,3,15.02,0.0,3,0,50,0.0,0,86,90,108,107,77,-1,67,84,0
10222,10222,36,446,1113433179500,28.405,502.329,24.8,8.5,3,15.03,0.29,3,0,50,0.0,0,11,-1,24,51,66,13,15,36,0
10303,10303,36,447,1113433179600,28.405,503.84,24.8,8.5,3,15.0,-0.63,3,0,50,0.0,0,-1,-1,-1,17,97,93,87,44,0
10339,10339,36,448,1113433179700,28.41,505.35400000000004,24.8,8.5,3,14.77,-3.43,3,0,50,0.0,0,44,-1,2,93,90,-1,86,79,0
10401,10401,36,449,1113433179800,28.409000000000002,506.838,24.8,8.5,3,14.25,-7.03,3,0,50,0.0,0,-1,15,13,4,41,-1,7,-1,0
10425,10425,36,450,1113433179900,28.377,508.24199999999996,24.8,8.5,3,13.5,-8.73,3,0,50,0.0,0,31,-1,43,53,-1,-1,5,32,0
10500,10500,36,451,1113433180000,28.307,509.538,24.8,8.5,3,12.75,-7.0,3,0,50,0.0,0,86,-1,90,100,67,61,43,60,0
10579,10579,36,452,1113433180100,28.206999999999997,510.754,24.8,8.5,3,12.23,-3.43,3,0,50,0.0,0,27,31,43,45,-1,-1,5,41,0
10586,10586,36,453,1113433180200,28.1,511.94,24.8,8.5,3,12.0,-0.65,3,0,50,0.0,0,102,-1,-1,3333,-1,-1,5,89,0
10679,10679,36,454,1113433180300,28.0,513.129,24.8,8.5,3,11.97,0.29,3,0,50,0.0,0,108,-1,112,137,-1,102,94,107,0
10740,10740,36,455,1113433180400,27.899,514.33,24.8,8.5,3,11.97,-0.16,3,0,50,0.0,0,27,31,43,45,-1,-1,5,41,1
10774,10774,36,456,1113433180500,27.798000000000002,515.5269999999998,24.8,8.5,3,11.96,-0.18,3,0,50,0.0,0,50,-1,51,66,27,-1,4,15,0
10824,10824,36,457,1113433180600,27.698,516.7040000000002,24.8,8.5,3,12.11,2.52,3,0,50,0.0,0,54,-1,86,84,61,43,31,74,0
10890,10890,36,458,1113433180700,27.589000000000002,517.896,24.8,8.5,3,12.65,7.65,3,0,50,0.0,0,60,-1,84,61,53,-1,45,31,0
10928,10928,36,459,1113433180800,27.493000000000002,519.182,24.8,8.5,3,13.64,11.2,3,0,50,0.0,0,4,27,31,32,-1,-1,5,7,1
10979,10979,36,460,1113433180900,27.44400000000001,520.619,24.8,8.5,3,15.0,11.2,3,0,50,0.0,0,-1,-1,-1,2,59,-1,55,3355,0
11077,11077,36,461,1113433181000,27.441,522.182,24.8,8.5,3,16.36,11.2,3,0,50,0.0,0,54,-1,86,60,43,-1,31,66,0
11126,11126,36,462,1113433181100,27.485,523.896,24.8,8.5,3,17.35,7.64,3,0,50,0.0,0,66,74,60,43,45,-1,32,27,0
11163,11163,36,463,1113433181200,27.54300000000001,525.7040000000002,24.8,8.5,3,17.89,2.53,3,0,50,0.0,0,3355,-1,24,55,50,-1,36,1,0
11192,11192,36,464,1113433181300,27.592,527.5269999999998,24.8,8.5,3,18.04,-0.17,3,0,50,0.0,0,50,-1,51,66,27,-1,4,15,0
11271,11271,36,465,1113433181400,27.641,529.331,24.8,8.5,3,18.03,-0.2,3,0,50,0.0,0,67,-1,77,72,-1,-1,5,53,0
11341,11341,36,466,1113433181500,27.69,531.134,24.8,8.5,3,17.99,-0.39,3,0,50,0.0,0,24,-1,44,59,86,-1,54,11,0
11409,11409,36,467,1113433181600,27.739,532.937,24.8,8.5,3,17.88,-1.57,3,0,50,0.0,0,13,-1,66,31,32,-1,41,4,0
11430,11430,36,468,1113433181700,27.802,534.729,24.8,8.5,3,17.64,-3.24,3,0,50,0.0,0,102,-1,109,3333,-1,-1,5,89,0
11484,11484,36,469,1113433181800,27.840999999999998,536.492,24.8,8.5,3,17.2,-5.49,3,0,50,0.0,0,3355,-1,24,11,50,36,-1,-1,0
11561,11561,36,470,1113433181900,27.823,538.195,24.8,8.5,3,16.57,-7.09,3,0,50,0.0,0,122,-1,137,109,3333,103,89,94,0
11611,11611,36,471,1113433182000,27.767,539.816,24.8,8.5,3,15.91,-6.85,3,0,50,0.0,0,31,-1,43,53,-1,-1,5,32,1
11636,11636,36,472,1113433182100,27.713,541.3580000000002,24.8,8.5,3,15.36,-4.39,3,0,50,0.0,0,97,116,-1,112,137,122,107,86,0
11746,11746,36,473,1113433182200,27.704,542.852,24.8,8.5,3,15.06,-1.39,3,0,50,0.0,0,43,61,67,68,-1,-1,5,45,0
11753,11753,36,474,1113433182300,27.718000000000004,544.34,24.8,8.5,3,14.98,0.05,3,0,50,0.0,0,24,44,2,59,86,-1,54,11,0
11810,11810,36,475,1113433182400,27.721999999999998,545.836,24.8,8.5,3,14.99,0.2,3,0,50,0.0,0,102,109,-1,-1,-1,-1,5,103,0
11888,11888,36,476,1113433182500,27.725,547.337,24.8,8.5,3,15.0,0.03,3,0,50,0.0,0,-1,-1,7,-1,-1,-1,-1,-1,1
11957,11957,36,477,1113433182600,27.729,548.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,51,-1,54,74,31,-1,27,13,0
11979,11979,36,478,1113433182700,27.732,550.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,13,-1,66,31,32,-1,41,4,0
12042,12042,36,479,1113433182800,27.736,551.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,-1,-1,44,24,1,-1,-1,-1,0
12142,12142,36,480,1113433182900,27.74,553.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,84,-1,100,67,68,-1,53,43,0
12180,12180,36,481,1113433183000,27.744,554.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,24,55,59,90,60,-1,74,51,0
12206,12206,36,482,1113433183100,27.747,556.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,86,-1,90,100,67,-1,61,60,0
12318,12318,36,483,1113433183200,27.750999999999998,557.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,2,-1,17,93,108,90,86,79,0
12332,12332,36,484,1113433183300,27.754,559.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,-1,-1,24,55,50,-1,36,1,0
12410,12410,36,485,1113433183400,27.756999999999998,560.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,44,-1,2,79,86,-1,54,55,0
12441,12441,36,486,1113433183500,27.761,562.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,77,94,102,89,-1,-1,5,72,0
12515,12515,36,487,1113433183600,27.765,563.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,-1,-1,-1,39,117,116,97,17,0
12578,12578,36,488,1113433183700,27.769000000000002,565.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,-1,-1,-1,39,116,-1,97,17,0
12628,12628,36,489,1113433183800,27.772,566.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,2,17,25,93,90,-1,86,79,0
12714,12714,36,490,1113433183900,27.776,568.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,66,-1,74,43,45,-1,32,27,0
12795,12795,36,491,1113433184000,27.779,569.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,137,-1,-1,-1,-1,3333,103,102,0
12800,12800,36,492,1113433184100,27.783,571.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,122,-1,137,109,103,-1,89,94,0
12860,12860,36,493,1113433184200,27.785999999999998,572.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,-1,-1,-1,25,93,-1,87,2,0
12946,12946,36,494,1113433184300,27.79,574.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,-1,-1,7,-1,-1,-1,-1,-1,1
13027,13027,36,495,1113433184400,27.794,575.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,36,50,51,66,27,-1,4,15,0
13046,13046,36,496,1113433184500,27.796999999999997,577.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,74,60,84,61,53,-1,45,31,0
13115,13115,36,497,1113433184600,27.801,578.837,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,137,-1,-1,-1,-1,3333,103,102,0
13185,13185,36,498,1113433184700,27.804000000000002,580.337,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,102,109,-1,3333,-1,-1,5,89,0
13256,13256,36,499,1113433184800,27.808000000000003,581.837,24.8,8.5,3,15.01,0.1,3,0,50,0.0,0,2,-1,17,87,90,-1,86,59,0
13299,13299,36,500,1113433184900,27.811999999999998,583.337,24.8,8.5,3,15.02,0.18,3,0,50,0.0,0,-1,-1,-1,39,116,-1,97,17,0
13379,13379,36,501,1113433185000,27.816,584.841,24.8,8.5,3,15.03,0.09,3,0,50,0.0,0,84,100,107,77,72,68,53,61,0
13399,13399,36,502,1113433185100,27.81900000000001,586.345,24.8,8.5,3,15.03,-0.08,3,0,50,0.0,0,25,12,39,117,112,-1,108,97,0
13479,13479,36,503,1113433185200,27.822,587.849,24.8,8.5,3,15.02,-0.18,3,0,50,0.0,0,13,-1,66,31,32,-1,41,4,0
13557,13557,36,504,1113433185300,27.825,589.349,24.8,8.5,3,15.01,-0.1,3,0,50,0.0,0,-1,-1,-1,39,116,-1,97,17,0
13597,13597,36,505,1113433185400,27.826999999999998,590.849,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,107,122,137,102,89,-1,81,77,0
13683,13683,36,506,1113433185500,27.83,592.349,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,112,-1,115,141,123,109,102,122,0
13735,13735,36,507,1113433185600,27.834,593.849,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,107,-1,122,94,81,-1,72,67,0
13773,13773,36,508,1113433185700,27.837,595.349,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,-1,-1,24,1,36,-1,-1,-1,0
13837,13837,36,509,1113433185800,27.84,596.849,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,115,-1,-1,-1,-1,-1,123,137,0
13909,13909,36,510,1113433185900,27.842,598.349,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,36,-1,50,66,27,-1,4,15,0
13970,13970,36,511,1113433186000,27.845,599.849,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,-1,-1,2,12,55,-1,24,-1,0
14061,14061,36,512,1113433186100,27.84800000000001,601.349,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,-1,-1,4,21,-1,-1,5,-1,1
14142,14142,36,513,1113433186200,27.851,602.849,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,67,-1,77,72,-1,-1,5,53,0
14162,14162,36,514,1113433186300,27.855,604.349,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,43,-1,61,68,-1,-1,5,45,1
14219,14219,36,515,1113433186400,27.858,605.849,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,112,115,-1,141,109,-1,102,122,0
14314,14314,36,516,1113433186500,27.86,607.349,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,107,-1,122,94,81,-1,72,67,0
14399,14399,36,517,1113433186600,27.863000000000003,608.849,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,112,115,-1,141,109,-1,102,122,0
14422,14422,36,518,1113433186700,27.866,610.349,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,137,-1,141,123,-1,3333,103,102,0
14503,14503,36,519,1113433186800,27.869,611.849,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,122,-1,137,109,103,-1,89,94,0
14555,14555,36,520,1113433186900,27.873,613.3480000000002,24.8,8.5,3,15.01,0.22,3,0,50,0.0,0,2,-1,17,79,86,-1,54,55,0
14615,14615,36,521,1113433187000,27.875999999999998,614.849,24.8,8.5,3,15.05,0.42,3,0,50,0.0,0,74,-1,60,61,53,-1,45,31,0
14727,14727,36,522,1113433187100,27.878,616.357,24.8,8.5,3,15.07,0.21,3,0,50,0.0,0,90,-1,108,122,77,-1,67,100,0
14760,14760,36,523,1113433187200,27.88,617.867,24.8,8.5,3,15.07,-0.2,3,0,50,0.0,0,94,102,109,103,-1,-1,5,81,0
14839,14839,36,524,1113433187300,27.881,619.375,24.8,8.5,3,15.05,-0.43,3,0,50,0.0,0,61,67,77,72,-1,-1,5,53,0
14861,14861,36,525,1113433187400,27.88300000000001,620.876,24.8,8.5,3,15.01,-0.23,3,0,50,0.0,0,-1,-1,-1,17,79,59,55,-1,0
14959,14959,36,526,1113433187500,27.884,622.374,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,79,87,93,112,122,-1,107,51,0
15000,15000,36,527,1113433187600,27.886999999999997,623.874,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,107,-1,122,94,81,-1,72,67,0
15073,15073,36,528,1113433187700,27.888,625.374,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,107,-1,122,102,89,-1,81,77,0
15165,15165,36,529,1113433187800,27.89,626.874,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,59,79,87,90,107,100,84,54,0
15238,15238,36,530,1113433187900,27.891,628.374,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,60,84,100,67,68,-1,53,43,0
15280,15280,36,531,1113433188000,27.893,629.874,24.8,8.5,3,15.0,0.0,3,0,50,0.0,0,94,-1,102,103,-1,-1,5,81,0
15323,15323,36,532,1113433188100,27.894000000000002,631.376,24.8,8.5,3,14.98,-0.25,3,0,50,0.0,0,11,-1,24,-1,66,-1,13,-1,0
15428,15428,36,533,1113433188200,27.895,632.872,24.8,8.5,3,14.97,-0.19,3,0,50,0.0,0,12,-1,39,97,108,-1,90,87,0
15498,15498,36,534,1113433188300,27.898000000000003,634.3580000000002,24.8,8.5,3,15.05,1.43,3,0,50,0.0,0,77,-1,94,89,-1,-1,5,72,0
15543,15543,36,535,1113433188400,27.9,635.854,24.8,8.5,3,15.34,4.09,3,0,50,0.0,0,74,-1,60,61,53,-1,45,31,0
15611,15611,36,536,1113433188500,27.892,637.394,24.8,8.5,3,15.81,5.88,3,0,51,0.0,0,25,-1,39,-1,93,-1,87,-1,0
15646,15646,36,537,1113433188600,27.901999999999997,639.006,24.8,8.5,3,16.34,5.34,3,0,51,0.0,0,74,-1,60,61,53,-1,45,31,0
